Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
"על ידי שפיכת דמים, !שעושים האלים ליידע את רצונם","By bloodshed do the gods, make known their will!",True,"01:00:00,940","01:00:05,130","01:00:00,807","01:00:05,144"
!בוגד,Traitor!,True,"01:00:14,570","01:00:16,110","01:00:14,529","01:00:15,947"
!בוגד,Traitor!,True,"01:00:16,740","01:00:18,110","01:00:16,739","01:00:17,949"
!לעולם לא תהיה מלך,You'll never be king!,True,"01:00:23,350","01:00:25,620","01:00:23,538","01:00:25,581"
"אבל אינך חושב שהתזמון, ?של כל זה נוח במקצת","But don't you find the timing, of all of this a bit convenient?",True,"01:00:51,820","01:00:54,950","01:00:51,816","01:00:54,736"
"כבר הגיע הזמן ששוכני היבשה, .יגלו את מיקומם בעולם","It is past time the surface-dwellers, learned their place in the world.",True,"01:01:06,830","01:01:09,430","01:01:06,831","01:01:09,560"
",אם כך זה צריך להיעשות, .אז יהי כן","If this is how it must be done,, then so be it.",True,"01:01:09,430","01:01:12,160","01:01:09,584","01:01:12,003"
.קיבלת את הקלשון של אימנו,You have our mother's trident.,True,"01:01:19,000","01:01:20,400","01:01:19,052","01:01:20,303"
",קיבלתי את הקילשון של אבי",I wield my father's.,True,"01:01:24,640","01:01:26,080","01:01:24,432","01:01:25,892"
!והוא לא הובס מעולם,And it has never known defeat!,True,"01:01:27,370","01:01:29,080","01:01:27,769","01:01:29,020"
.הבטחתי לאטלנה שאגן עליו,I promised Atlanna I'd protect him.,True,"01:02:17,630","01:02:20,130","01:02:17,819","01:02:19,987"
".זו אינה תחרות, .זוהי הוצאה להורג","This isn't a competition., It's an execution.",True,"01:02:27,530","01:02:30,780","01:02:27,537","01:02:30,748"
!אני המלך האמיתי היחידי,I am the one true king!,True,"01:04:27,790","01:04:31,560","01:04:27,740","01:04:31,452"
!מרה,Mera!,True,"01:05:27,990","01:05:29,350","01:05:27,967","01:05:29,176"
"התוכנית הייתה למצוא את הקלשון, ואז להתחרות עם אורם","The plan was to recover Atlan's trident,, then challenge Orm.",True,"01:05:34,380","01:05:37,450","01:05:34,307","01:05:37,351"
"!היית אומר את זה, !הרעים מאוחרינו -","- Then just say that!, - Bad guys behind us!",True,"01:05:49,900","01:05:52,470","01:05:49,864","01:05:51,949"
"וואו, וואו, אמרת, .שאי אפשר לעבור את החומות","Whoa, whoa, wait, you said, we couldn't go over these walls.",True,"01:07:00,010","01:07:02,380","01:07:00,226","01:07:02,287"
"!אמרתי, !אמרת שאלה תותחים -","- I did!, - You said there were hydro-cannons!",True,"01:07:02,400","01:07:04,270","01:07:02,311","01:07:04,039"
"!אמרתי, עכשיו תשתוק","I did, now shut up!",True,"01:07:04,300","01:07:05,350","01:07:04,063","01:07:05,147"
"!הו, שיט","Oh, shit!",True,"01:07:10,540","01:07:11,690","01:07:09,819","01:07:11,570"
"!אנחנו עוד לא מתים, .אני מקווה שהוא יחשוב שאנחנו כן","We're not dead yet!, But I'm hoping he'll think we are.",True,"01:07:38,780","01:07:41,790","01:07:38,931","01:07:41,684"
.תחזיקי את זה,"Here, hold this.",True,"01:07:52,160","01:07:53,360","01:07:51,944","01:07:53,195"
?מה אתה עושה,What are you doing?,True,"01:07:55,690","01:07:56,520","01:07:55,364","01:07:56,365"
".זה הצליח בשביל פינוקיו, ?מי -","- Listen, it worked for Pinocchio., - Who?",True,"01:07:56,560","01:07:58,570","01:07:56,490","01:07:58,534"
"עזבי, נו, תיכנסי -","Never mind. Come here, get in. Come on.",True,"01:07:59,260","01:08:00,920","01:07:58,659","01:08:01,162"
?איך אתה עושה את זה בכלל,"How are you even doing this, anyway?",True,"01:08:27,530","01:08:29,230","01:08:27,188","01:08:28,647"
.אני לא יודע,I don't know.,True,"01:08:29,230","01:08:30,460","01:08:29,231","01:08:30,524"
"...לפעמים, אני שומע אותם, .והם אותי","I can hear them sometimes,, and they can hear me.",True,"01:08:31,000","01:08:33,570","01:08:31,192","01:08:33,527"
",נכון, .כי שניכם חיות גדולות ודביליות","Right. Because you're both big,, dumb animals.",True,"01:08:33,570","01:08:36,440","01:08:33,652","01:08:36,614"
".היי, הרגע הצלתי את חייך, !הצלתי את שלך קודם-","- Hey, I just saved your life., - I saved yours first!",True,"01:08:36,440","01:08:39,130","01:08:36,739","01:08:38,819"
.היא אמרה שהחוף פנוי,"She said, ""Coast is clear.""",True,"01:08:43,710","01:08:45,480","01:08:43,537","01:08:45,331"
?אז לאן נלך,"So, where to now?",True,"01:08:45,480","01:08:47,290","01:08:45,539","01:08:47,458"
"אל אוקיינוס החול שאנשייך, .קוראים לו סהרה","To the ocean of sand, your people call the Sahara.",True,"01:08:48,850","01:08:52,520","01:08:49,001","01:08:52,338"
.בסדר גמור,All right.,True,"01:08:53,420","01:08:54,990","01:08:53,464","01:08:54,924"
",אני נתקל בשילום עבור שימוש זמני","I don't usually take charters,",True,"01:09:18,510","01:09:20,110","01:09:18,572","01:09:20,157"
"אבל אני לא נתקל, .בשילום של מטבעות פיראטים","but I don't usually get paid, in pirate treasure.",True,"01:09:20,120","01:09:22,280","01:09:20,324","01:09:22,204"
".תודה על הטרמפ, חבר","Thanks for the ride, buddy.",True,"01:09:22,300","01:09:23,680","01:09:22,743","01:09:23,828"
.מעולם לא הייתי כל-כך גבוהה,I've never been so high up before.,True,"01:09:29,660","01:09:31,860","01:09:29,750","01:09:31,752"
.או שכה רחוקה מבית,Or so far from home.,True,"01:09:33,600","01:09:35,600","01:09:33,671","01:09:35,422"
.לפחות לך יש בית,But at least you have a home.,True,"01:09:36,600","01:09:38,470","01:09:36,674","01:09:38,259"
.כבר אין לי יותר,Not anymore.,True,"01:09:39,270","01:09:40,590","01:09:39,260","01:09:40,302"
.אני לא אוכל לחזור,I can never go back.,True,"01:09:40,800","01:09:42,500","01:09:40,928","01:09:42,137"
"בגדתי בכל, .בגלל שהצלתי אותך","I betrayed everything, when I saved you from the coliseum.",True,"01:09:42,500","01:09:45,470","01:09:42,555","01:09:45,266"
".כן, אבל את מאורסת למלך, .יהיו חייבים להחזיר אותך","Yeah, but you're engaged to the king., They have to take you back.",True,"01:09:49,580","01:09:52,650","01:09:49,645","01:09:52,565"
.אטלנטיס היא הרבה דברים נפלאים,Atlantis is many wonderful things.,True,"01:09:52,650","01:09:55,820","01:09:52,731","01:09:55,693"
".אבל, סלחנית היא לא","But forgiving, it is not.",True,"01:09:56,040","01:09:57,720","01:09:55,943","01:09:57,653"
.אבל את בת אצולה,"Yeah, but you're royalty.",True,"01:09:57,720","01:09:59,050","01:09:57,820","01:09:58,863"
.גם אמך הייתה,So was your mother.,True,"01:09:59,050","01:10:00,670","01:09:58,988","01:10:00,114"
"אם אחזור, .הם יקריבו אותי לבני התעלה","If I went back now,, I'd be sacrificed to the Trench.",True,"01:10:01,640","01:10:04,220","01:10:01,615","01:10:04,159"
- החלק הטוב הוא,"Look on the bright side,",True,"01:10:11,470","01:10:12,810","01:10:11,375","01:10:13,002"
"שלא תיאלצי להינשא למישהו, .שאת לא מאוהבת בו","now you don't have to marry some, tool bag that you're not in love with.",True,"01:10:13,310","01:10:15,790","01:10:13,168","01:10:15,730"
",ההתחייבות שלי אינה האהבה",My obligation isn't to love.,True,"01:10:15,960","01:10:17,610","01:10:15,754","01:10:18,090"
.והפניתי את גבי לשניהם,and I've turned my back on both.,True,"01:10:21,530","01:10:23,400","01:10:21,468","01:10:23,304"
",לפעמים עלינו לעשות את המעשה הנכון","Sometimes, you have to do what's right,",True,"01:10:25,810","01:10:28,570","01:10:25,931","01:10:28,684"
!הוד מעלתך,Your Highness.,True,"01:10:48,340","01:10:49,600","01:10:48,329","01:10:49,955"
"מכשיר המעקב מצא, .את הנסיכה מרה בממלכת העריקים","The tracker places Princess Mera here,, in the Deserter Kingdom.",True,"01:10:51,130","01:10:55,840","01:10:51,081","01:10:55,711"
.אמרת שהיא מתה,You said she was dead.,True,"01:10:56,620","01:10:57,910","01:10:56,503","01:10:57,796"
.מתברר שלא,Apparently not.,True,"01:10:58,510","01:10:59,980","01:10:58,547","01:10:59,882"
.לא להרבה זמן,Not for long.,True,"01:11:03,230","01:11:04,250","01:11:03,135","01:11:04,178"
",קפטן מרק, .אסוף כוח תקיפה ברגע זה","Captain Murk,, assemble a strike force immediately.",True,"01:11:04,520","01:11:06,780","01:11:04,303","01:11:06,680"
.היא הבת של קסבל,She is a daughter of Xebel.,True,"01:11:12,280","01:11:13,950","01:11:12,436","01:11:13,812"
",אם יאונה לה נזק, .הברית בינינו תסתיים","If any harm befalls her,, our coalition is over.",True,"01:11:14,830","01:11:17,800","01:11:14,939","01:11:17,816"
...הוד מעלתך,"Your Highness,",True,"01:11:17,960","01:11:19,200","01:11:17,900","01:11:19,068"
"אנו נכנסים כעת אל, .האוקיינוס של ממלכת הדייגים","we are now entering, the waters of the Fishermen Kingdom.",True,"01:11:19,370","01:11:22,770","01:11:19,151","01:11:22,696"
"לאבטח את בני הברית, של שתי הממלכות האחרות","Securing the alliance, of the other two kingdoms",True,"01:11:22,770","01:11:26,870","01:11:22,863","01:11:26,867"
.אמור להיות הדאגה הדחופה שלנו,should be our immediate concern.,True,"01:11:27,200","01:11:28,980","01:11:26,992","01:11:28,869"
!הגענו,We're here!,True,"01:12:07,770","01:12:08,570","01:12:07,491","01:12:08,867"
!היי,Hey!,True,"01:12:10,620","01:12:11,530","01:12:10,369","01:12:11,620"
?יש משהו בסביבה,Is there anything nearby?,True,"01:12:11,650","01:12:13,190","01:12:11,704","01:12:13,247"
"כלום מלבד מדבר, .במשך אלפי קילומטרים","Nothing but desert, for hundreds of K's, mate!",True,"01:12:13,210","01:12:15,290","01:12:13,372","01:12:15,132"
".כלום מלבד מדבר, !הוא טועה -","- Nothing but desert., - He's wrong.",True,"01:12:15,400","01:12:17,320","01:12:15,499","01:12:17,167"
"...היא קפצה, .לא היה לה מצנח","She just jumped!, She didn't have a parachute!",True,"01:12:23,100","01:12:25,960","01:12:23,257","01:12:25,801"
".ג'ינג'יות, מת עליהן",Redheads! You gotta love 'em.,True,"01:12:26,190","01:12:28,250","01:12:26,093","01:12:28,262"
.את יותר משוגעת משחשבתי,"Oh, you're crazier than I thought!",True,"01:12:57,900","01:12:59,700","01:12:58,000","01:12:59,585"
.מכאן,This way.,True,"01:13:02,240","01:13:03,080","01:13:02,171","01:13:03,505"
"פעם שעברה, הובסת כי הנשקים, .של בני היבשה גרמו לכך","You were defeated the last time, because your surface weapons failed you.",True,"01:13:25,050","01:13:28,440","01:13:25,110","01:13:28,322"
.הנשקים שלנו לא ייכשלו,Ours will not.,True,"01:13:29,330","01:13:30,460","01:13:29,281","01:13:30,449"
"נקמה היא משהו שאנחנו, .מוקירים לה הבנה","Revenge is something, we Atlanteans understand.",True,"01:13:38,270","01:13:41,010","01:13:38,457","01:13:41,251"
"אתה תוביל את מפקדיי המובחרים, כצבא האישי שלך","You will lead my finest commandos, as your personal army",True,"01:13:41,800","01:13:44,700","01:13:41,376","01:13:44,463"
",תהרוג אותו ואת האישה שאיתו, .ותזכה בתגמול","Kill him and the woman he's with,, and you will be rewarded.",True,"01:13:51,760","01:13:54,920","01:13:51,678","01:13:54,890"
.להרוג אותו זה התגמול שלי,Killing him is my reward.,True,"01:13:55,240","01:13:56,750","01:13:55,015","01:13:57,142"
",היהלום שבכתר, .עדיין נסיוני","The crown jewel., Still experimental.",True,"01:14:01,200","01:14:03,520","01:14:00,979","01:14:02,940"
"הוא ממיר מים לתוך, .קרני פלסמה שנטענות באנרגיה","Converts water, into beams of energized plasma.",True,"01:14:04,630","01:14:07,820","01:14:04,900","01:14:07,486"
.אני צריך קסדה גדולה יותר,I think I'm gonna need a bigger helmet.,True,"01:15:21,520","01:15:23,340","01:15:21,435","01:15:23,395"
"אחד משבטי אטלנטיס, .התפצל והתיישב פה","One of the tribes of Atlantis, broke off and settled here",True,"01:15:24,040","01:15:26,650","01:15:24,062","01:15:26,440"
",אבל כשהמים התייבשו, .הם ניספו יחד איתם","When the water dried up,, they perished along with it.",True,"01:15:28,700","01:15:31,380","01:15:28,734","01:15:31,403"
.ניספו? אוי מעולה,"Perished? Yeah, that's terrific.",True,"01:15:31,380","01:15:33,370","01:15:31,570","01:15:33,113"
.אנחנו מתקרבים עכשיו,We're getting close now.,True,"01:15:33,390","01:15:34,350","01:15:33,238","01:15:34,281"
"?כן? מתקרבים לאן, ?מוות בצמא","Oh, yeah? Close to what?, Dying of thirst?",True,"01:15:34,350","01:15:36,680","01:15:34,406","01:15:36,742"
.אני קרובה להחטיף לך בפנים,Close to getting punched in the face!,True,"01:15:36,730","01:15:38,120","01:15:36,867","01:15:38,303"
"תקשיבי, מועדון קרב, אני מבין, .שזה חדש לך איך שדברים עובדים כאן","Look, Fight Club, I know you're new, to how things work up here.",True,"01:15:38,160","01:15:40,640","01:15:38,327","01:15:40,805"
"?את רואה את מה שיש שם, !היי, מה זה? זה כלום","You see that over there?, Hey, what is that?",True,"01:15:42,900","01:15:45,320","01:15:42,956","01:15:44,559"
.זה לא הבית שלי,This isn't my home!,True,"01:15:49,770","01:15:51,400","01:15:49,796","01:15:51,340"
.ברור שלא,"Oh, no, of course not.",True,"01:15:53,480","01:15:54,670","01:15:53,383","01:15:54,593"
"יש כאן גם ערים מבחילות, .עם פתחי ביוב שמובילים לאוקיינוס","You've also got disgusting cities, whose sewers empty out into our ocean",True,"01:15:54,730","01:15:58,080","01:15:54,718","01:15:58,472"
...והרים שלמים של אשפה,and whole mountains made out of trash.,True,"01:15:58,190","01:16:00,310","01:15:58,597","01:16:00,349"
יש פה גם מפעלים נהדרים,"And, oh, you've got great factories",True,"01:16:00,310","01:16:02,010","01:16:00,474","01:16:01,743"
"כן, יש כמה אידיוטים, .שמנהלים את העולם","Yeah, we got, some idiots running the show,",True,"01:16:05,790","01:16:07,450","01:16:06,063","01:16:07,123"
".את תמותי על זה, .זה כמו אוקיינוסים קטנטנים","You'd love 'em., They're like little baby oceans.",True,"01:16:11,900","01:16:14,030","01:16:11,985","01:16:14,071"
?אתה מנסה לגרות אותי,Are you trying to provoke me?,True,"01:16:14,560","01:16:15,980","01:16:14,529","01:16:15,906"
", אני רק אומר, .אסור לשפוט מקום לפני שראית אותו","I'm just saying you cannot judge a place, before you've even seen it.",True,"01:16:16,010","01:16:18,360","01:16:16,031","01:16:18,176"
.שפטת את אטלנטיס בהרבה פחות,You've judged Atlantis on far less.,True,"01:16:18,380","01:16:20,670","01:16:18,200","01:16:20,744"
"הג'י פי אס הטיפשי שלך, .אמר לך לקפוץ ממטוס","Your stupid Atlantean GPS just told you, to jump out of an airplane",True,"01:16:28,540","01:16:31,480","01:16:28,168","01:16:31,546"
".מעל שממת מדבר, ואנחנו תקועים עכשיו","over the middle of the desert,, and now we are stranded.",True,"01:16:31,480","01:16:33,440","01:16:31,672","01:16:33,832"
.זה היה מדהים,That was awesome.,True,"01:17:07,470","01:17:08,570","01:17:07,708","01:17:08,875"
?מה שאתה מצאת,What you found?,True,"01:17:18,220","01:17:19,360","01:17:18,135","01:17:19,136"
.כן,Yeah.,True,"01:17:19,480","01:17:20,160","01:17:19,261","01:17:20,262"
.תראי את המקום הזה,Check this place out.,True,"01:17:30,920","01:17:32,840","01:17:30,772","01:17:32,399"
!זה מטורף,This is badass!,True,"01:17:33,070","01:17:34,700","01:17:33,150","01:17:34,526"
.זהו היכל הנשקייה,This is the Hall of Armory.,True,"01:17:36,280","01:17:38,740","01:17:36,403","01:17:37,988"
",על-פי האגדה, .זה המקום שבו חושל הקלשון של אטלן","Where the legends say, Atlan's trident was forged.",True,"01:17:39,000","01:17:42,080","01:17:38,989","01:17:41,908"
.וולקו צדק,Vulko was right.,True,"01:17:51,820","01:17:53,260","01:17:51,835","01:17:53,128"
.זה אמיתי,It's real.,True,"01:17:56,030","01:17:57,230","01:17:55,797","01:17:57,090"
.כלום,Nothing.,True,"01:18:36,330","01:18:37,390","01:18:36,213","01:18:37,547"
",ברור שזה לא יעבוד",Of course it's not working.,True,"01:18:38,300","01:18:39,310","01:18:38,423","01:18:39,503"
"זה יושב כאן וצובר אבק עוד מלפני, .שהסהרה הייתה מדבר","It's been sitting here collecting dust, since before the Sahara was a desert.",True,"01:18:39,370","01:18:42,750","01:18:39,549","01:18:42,636"
".נו, באמת",Man!,True,"01:18:44,880","01:18:46,030","01:18:44,888","01:18:46,264"
".""לפני שהסהרה הייתה מדבר...""","""Since before the Sahara was a desert.""",True,"01:18:46,830","01:18:49,680","01:18:46,848","01:18:49,726"
.הוא מיובש לחלוטין,It's completely dried out.,True,"01:18:51,980","01:18:53,720","01:18:51,853","01:18:53,688"
".עכשיו, תעמוד בלי לזוז. -היי","All right, now hold still.",True,"01:18:59,220","01:19:00,560","01:18:59,319","01:19:00,359"
.עכשיו אל תזוז,"Now, hold still.",True,"01:19:06,700","01:19:08,330","01:19:06,660","01:19:08,203"
.שוויצרית,Show-off.,True,"01:19:44,500","01:19:45,640","01:19:44,406","01:19:45,574"
.יכולתי להשתין על זה,I could have just peed on it.,True,"01:19:46,570","01:19:48,140","01:19:46,658","01:19:47,951"
.המלך אטלן,King Atlan.,True,"01:19:58,580","01:19:59,900","01:19:58,503","01:19:59,713"
"בקלשון זה שוכן, .כוחה של אטלנטיס","In this trident, resides the power of Atlantis.",True,"01:20:01,950","01:20:06,890","01:20:01,965","01:20:06,845"
"בידיים הלא נכונות, .הוא ימיט חורבן","In the wrong hands,, it would bring destruction.",True,"01:20:07,080","01:20:10,790","01:20:07,137","01:20:10,891"
",אך בידיו של היורש האמיתי","But in the hands of the true heir,",True,"01:20:10,920","01:20:13,060","01:20:11,016","01:20:13,226"
",הוא יאחד את כל הממלכות, .מעל ומתחת","it would unite all our kingdoms, above and below.",True,"01:20:13,260","01:20:16,960","01:20:13,351","01:20:16,313"
",אם אתה מבקש את כוחי, .עליך להוכיח שאתה אכן ראוי","If you seek my power,, you must prove your worth.",True,"01:20:17,340","01:20:21,840","01:20:17,481","01:20:22,277"
",כדי לראות את הדרך, .הביטו לתוך הבקבוק","Look inside the bottle, for the charted path.",True,"01:20:25,740","01:20:28,910","01:20:25,822","01:20:28,658"
.אסור שאורם ימצא את זה,We can't let Orm find this.,True,"01:20:51,030","01:20:52,230","01:20:50,805","01:20:52,057"
"!היי, חכי",Hey! Wait!,True,"01:20:54,670","01:20:55,840","01:20:54,601","01:20:55,727"
?מה,What?,True,"01:20:57,640","01:20:58,190","01:20:56,937","01:20:57,938"
?לא היה כדאי שנכתוב את זה קודם,Shouldn't we have written it down first?,True,"01:20:58,670","01:21:00,270","01:20:58,605","01:21:00,232"
".אה כן, לגמרי","Oh, yeah. Totally.",True,"01:21:03,980","01:21:05,550","01:21:03,985","01:21:05,445"
?מה הוא אמר,What'd he just say?,True,"01:21:07,120","01:21:08,420","01:21:07,155","01:21:08,281"
"""...משהו, משהו, קלשון""","""Something something trident.""",True,"01:21:10,250","01:21:11,880","01:21:10,325","01:21:12,327"
""",כדי לראות את הדרך, .הביטו לתוך הבקבוק""","""Look inside the bottle, for the charted path.""",True,"01:21:26,860","01:21:29,390","01:21:26,925","01:21:29,636"
.זה היעד הבא שלנו,It's our next stop.,True,"01:21:36,000","01:21:37,130","01:21:35,850","01:21:37,602"
"אני מתחיל לחשוב, .שאת מחבבת את בני היבשה","I'm starting to think you, actually like these surface-dwellers.",True,"01:23:11,560","01:23:14,620","01:23:11,821","01:23:14,574"
"זו טעות לשפוט מקום, .שמעולם לא ראיתי לפני-כן","It would be wrong to judge a place, I've never seen before.",True,"01:23:14,670","01:23:17,310","01:23:14,699","01:23:17,118"
"טוב, מסתבר שזה נמצא במעלה, .הגבעה בטירה הישנה","Well, apparently, it's just right up, on the hill. A big old castle.",True,"01:23:41,400","01:23:44,600","01:23:41,309","01:23:44,437"
"זה עתה למדתי משהו, .ממש מעניין","And I just learned something, very interesting.",True,"01:23:44,940","01:23:47,810","01:23:45,146","01:23:48,233"
.פינוקיו,Pinocchio.,True,"01:23:48,780","01:23:49,560","01:23:48,316","01:23:49,526"
"?רגע, יש ספר, ?מה את אומרת","Wait, it's a book?, How about that?",True,"01:23:54,590","01:23:57,580","01:23:54,572","01:23:57,283"
".לא, הבנתי מהסרט",I got it from the movie.,True,"01:23:58,200","01:23:59,950","01:23:58,952","01:24:00,370"
",המלך נריוס, קיוויתי שאנשיי התפתחו","King Nereus,, I had hoped our people had evolved",True,"01:24:05,890","01:24:09,330","01:24:06,084","01:24:09,212"
מעבר למחשבה העתיקה,beyond that ancient notion,True,"01:24:09,330","01:24:11,600","01:24:09,295","01:24:11,506"
זה התפקיד של הדייגים,It is the position of the Fishermen,True,"01:24:14,220","01:24:16,570","01:24:13,883","01:24:16,803"
",כשהזמן יגיע, ,להציג את עצמנו בפני בני היבשה","that when the time comes, to make ourselves known to the landsmen,",True,"01:24:16,570","01:24:19,840","01:24:16,928","01:24:19,889"
",הוא צריך לחנכם, ולא להשמידם","it should be to educate them,, not to destroy them.",True,"01:24:19,950","01:24:23,710","01:24:20,014","01:24:23,601"
",אני מעריך את שאיפותיך הנשגבות, .המלך ריקו","I admire your lofty aspirations,, King Ricou.",True,"01:24:25,100","01:24:28,060","01:24:25,228","01:24:27,689"
!איך אתה מעז,How dare you!,True,"01:24:36,650","01:24:38,410","01:24:36,614","01:24:38,241"
".אנא, אני מפציר",Please. I implore you.,True,"01:24:40,930","01:24:43,230","01:24:40,869","01:24:42,829"
"ממלכתך התמלאה בפילוסופיים, ומשוררים רפויים","You're a kingdom of bloated philosophers, and flaccid poets",True,"01:24:43,740","01:24:47,030","01:24:43,496","01:24:47,125"
",אשר מימהם הצחינו, .וזה עושה לי בחילה","whose waters have grown stagnant,, and it sickens me.",True,"01:24:47,340","01:24:50,620","01:24:47,250","01:24:50,462"
!מלכי,My King!,True,"01:24:59,360","01:25:00,320","01:24:59,179","01:25:00,472"
.הנסיכה,Princess.,True,"01:25:06,190","01:25:07,420","01:25:06,186","01:25:07,228"
"נפעל נגד בני הבריין, .בבת-אחת","We move against the Brine Kingdom, at once.",True,"01:25:12,090","01:25:15,000","01:25:12,233","01:25:15,403"
"צאו למסע אל מעבר לקצה העולם"", ,אל הים הנסתר","""Journey beyond the edge, of the world to the Hidden Sea.",True,"01:25:25,180","01:25:28,070","01:25:25,163","01:25:28,166"
",כדי לראות את הדרך"", .הביטו לתוך הבקבוק","Look in the bottle, for the charted path.",True,"01:25:28,080","01:25:30,410","01:25:28,291","01:25:30,293"
"רק בידיו של המלך האמיתי"", .""הוא יוכל לראות","Only in the hands of the true king, can he truly see.""",True,"01:25:30,620","01:25:34,480","01:25:30,418","01:25:34,297"
",כדי לראות את הדרך"", .הביטו לתוך הבקבוק","""Look in the bottle, for the charted path.""",True,"01:25:36,640","01:25:39,150","01:25:36,424","01:25:39,135"
.אוי ואבוי,"Oh, man.",True,"01:25:44,290","01:25:45,180","01:25:44,307","01:25:45,725"
?מה,What?,True,"01:25:46,730","01:25:47,450","01:25:46,392","01:25:47,435"
.תביא לי לראות,Let me see.,True,"01:25:49,760","01:25:51,100","01:25:49,854","01:25:51,064"
?מה היה המשפט האחרון,What was the last line?,True,"01:25:56,200","01:25:57,900","01:25:56,194","01:25:57,654"
"רק בידיו של המלך האמיתי"", .""הוא יוכל לראות","""Only in the hands of the true king, can he truly see.""",True,"01:25:57,910","01:26:01,100","01:25:57,779","01:26:01,241"
.מרקוס אגריפה,Marcus Agrippa.,True,"01:26:04,580","01:26:06,710","01:26:04,661","01:26:06,204"
".היה גנרל גדול, .אך הוא לא היה מלך","He was a great general,, but he wasn't a king.",True,"01:26:06,710","01:26:08,800","01:26:06,830","01:26:08,590"
.וגם לא סקיפיו,Neither was Scipio.,True,"01:26:10,680","01:26:12,050","01:26:10,625","01:26:12,001"
.המלך הראשון של רומא,First king of Rome.,True,"01:26:23,430","01:26:25,240","01:26:23,471","01:26:25,265"
"רק בידיו של המלך האמיתי"", .""הוא יוכל לראות","""Only in the hands of the true king, can he truly see.""",True,"01:26:27,600","01:26:30,700","01:26:27,851","01:26:30,562"
.מה? תביא לראות,What? Let me see.,True,"01:26:42,680","01:26:44,650","01:26:42,782","01:26:44,492"
!...הצלחנו,We did it!,True,"01:26:46,890","01:26:48,050","01:26:46,786","01:26:47,871"
"?לא רע בשביל רפה שכל, הא","That's not bad for an imbecile, huh?",True,"01:26:51,120","01:26:53,180","01:26:51,207","01:26:52,917"
.לא רע בכלל,Not bad at all.,True,"01:26:55,390","01:26:56,700","01:26:55,253","01:26:56,546"
"והריקבון מתפשט לעבר"", ""הערים המתנודדות של הדרים בה","and decay spreads over, the tottering cities of men.""",True,"01:27:19,770","01:27:24,830","01:27:19,736","01:27:24,574"
.תתרחקי,Get back!,True,"01:27:28,430","01:27:29,660","01:27:28,453","01:27:29,495"
!ארתור,Arthur!,True,"01:27:35,100","01:27:36,270","01:27:35,043","01:27:36,252"
!אני פוקדת עליכם להיכנע,I order you to stand down!,True,"01:27:39,170","01:27:40,870","01:27:39,130","01:27:40,381"
"!הנסיכה מרה, .את מואשמת בבגידה","Princess Mera, you've been charged, with high treason.",True,"01:27:40,880","01:27:43,360","01:27:40,506","01:27:43,009"
?מי אתה,Who the hell are you?,True,"01:28:03,400","01:28:04,730","01:28:03,404","01:28:04,697"
!אולי זה ירענן את הזיכרון שלך,Maybe this will jog your memory.,True,"01:28:04,730","01:28:06,930","01:28:04,822","01:28:06,824"
.אתה הבחור מהצוללת,You're the guy from the sub.,True,"01:28:54,810","01:28:56,980","01:28:54,914","01:28:56,249"
!אתה צודק,That's right.,True,"01:28:56,980","01:28:58,420","01:28:57,125","01:28:58,251"
?חשבת שתוכל להתחמק,You thought you could walk away?,True,"01:29:25,910","01:29:28,110","01:29:26,029","01:29:28,031"
"חשבתי שהבהרתי לך, .לא להפוך את זה להרגל","I thought I told you, not to make this a habit.",True,"01:29:33,990","01:29:35,890","01:29:34,120","01:29:35,920"
!אתה לא יכול לברוח,You can't run.,True,"01:29:56,510","01:29:57,810","01:29:56,517","01:29:57,643"
!אתה חייב לי דם,You owe me blood!,True,"01:29:58,610","01:30:00,880","01:29:58,644","01:30:00,855"
?איך מצאתם אותי,How'd you find me?,True,"01:30:01,080","01:30:02,300","01:30:00,980","01:30:02,190"
"יש אנשים שאוהבים לעקוב, .אחרי חברה שלך","Your lady friend has people, who like to keep tabs on her.",True,"01:30:02,380","01:30:06,820","01:30:02,315","01:30:06,652"
.קדימה,Come on.,True,"01:31:59,160","01:32:00,170","01:31:59,056","01:32:00,057"
"אפגין כלפיך אותם רחמים, .שהפגנת כלפי אבי","I'll show you, the same mercy you showed my father.",True,"01:32:11,740","01:32:15,450","01:32:12,028","01:32:15,781"
!ואחתוך אותך כמו הדג שאתה,And gut you like the fish you are!,True,"01:32:15,850","01:32:18,680","01:32:15,907","01:32:18,492"
!ארתור,Arthur!,True,"01:34:14,010","01:34:14,800","01:34:13,899","01:34:15,151"
".ארתור, תישאר איתי","Arthur, stay with me.",True,"01:34:35,690","01:34:38,390","01:34:35,338","01:34:38,299"
".ארתור, תתעורר! ארתור","Arthur, wake up! Arthur.",True,"01:34:39,240","01:34:42,130","01:34:39,133","01:34:41,969"
?גנבת סירה,Did you steal a boat?,True,"01:35:33,680","01:35:35,310","01:35:33,646","01:35:35,272"
.לא. הן שייכות לאנשים,"No, those belong to people.",True,"01:35:38,830","01:35:41,340","01:35:38,609","01:35:41,320"
אה,Huh.,True,"01:35:41,900","01:35:42,650","01:35:41,570","01:35:42,863"
.אלה היו הקומנדו העילית של אורם,Those were Orm's elite commandos.,True,"01:35:45,190","01:35:47,290","01:35:45,282","01:35:47,034"
