Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.אתה בפיג'מה,You're in pajamas.,True,"01:00:41,967","01:00:43,427","01:00:41,975","01:00:43,477"
".ישנתי, הלנה","I was sleeping, Helena.",True,"01:00:44,011","01:00:45,638","01:00:43,977","01:00:45,646"
.ואז אבא שלי העיר אותי,My father woke me.,True,"01:00:47,973","01:00:49,892","01:00:47,981","01:00:49,816"
?זה חייב להיות האיבר הזה,Does it have to be that bit?,True,"01:01:01,195","01:01:02,446","01:01:01,203","01:01:02,496"
...ראחים,"Rahim,",True,"01:01:13,082","01:01:14,333","01:01:13,215","01:01:14,341"
.היה לי פריט למכור,I had an item to sell.,True,"01:01:15,084","01:01:16,752","01:01:15,092","01:01:16,677"
".שייך לי, ...לא. אתה לא צריך-","-actually belongs to me., -No.",True,"01:01:18,879","01:01:20,589","01:01:18,804","01:01:19,805"
"...ואנשים רעים, .להפריע...-","You do not need to intrude, in this conversation.",True,"01:01:20,673","01:01:21,715","01:01:19,888","01:01:21,181"
".איומים, ברחו איתו, אתה לא צריך להתערב-","You do not need to get, involved with my business.",True,"01:01:21,799","01:01:24,134","01:01:22,474","01:01:23,684"
".בעניינים שלי, ?זה החדש שלך-","-...have run off with it., -Is this your new man?",True,"01:01:24,218","01:01:25,219","01:01:23,767","01:01:25,227"
".לא. לא, .זה מורכב-","-No. No, no, no, no., -It's complicated.",True,"01:01:25,302","01:01:26,595","01:01:25,310","01:01:27,020"
.אני מניח שמכרת את הטבעת,I presume you sold the ring.,True,"01:01:32,268","01:01:34,019","01:01:32,276","01:01:33,944"
!אני אעשה את זה,I'll do it!,True,"01:01:35,980","01:01:37,106","01:01:35,904","01:01:36,947"
!מה את... היי,"INDIANA,  What are you... Hey!",True,"01:01:37,189","01:01:38,107","01:01:37,030","01:01:38,115"
!הרגת אותי עכשיו,You just got me killed!,True,"01:01:44,446","01:01:46,031","01:01:44,454","01:01:45,956"
"אני לא צריכה שיעורי מוסר, !משודד קברים מזדקן","I don't need morality lessons, from an aging grave robber!",True,"01:01:48,868","01:01:51,745","01:01:48,876","01:01:51,795"
.אני לא שודד קברים,I'm not a grave robber.,True,"01:01:51,829","01:01:53,247","01:01:51,962","01:01:53,172"
"אל תגיד שיצאתם, .למסעות אציליים וחסרי אנוכיות","Don't tell me, all your escapades were noble,",True,"01:01:58,002","01:02:00,337","01:01:58,010","01:01:59,595"
"!עבודה טובה, טדי","Oh, good work, Teddy!",True,"01:02:04,008","01:02:05,009","01:02:04,016","01:02:05,058"
".זוז, ילד, !היי-","-Move over, kid., -Hey!",True,"01:02:06,552","01:02:08,220","01:02:06,560","01:02:08,228"
"!הלנה, !אחורה! אחורה-","-Helena!, -Back up! Back up!",True,"01:02:18,939","01:02:20,774","01:02:18,947","01:02:20,824"
"!תקשיב לו, !אני מכיר את טנג'יר-","-He knows this town!, -I know Tangier!",True,"01:02:41,045","01:02:42,838","01:02:41,553","01:02:42,888"
!הנה הוא,There he is!,True,"01:02:47,384","01:02:48,385","01:02:47,392","01:02:48,435"
!יותר מהר. סע יותר מהר,Faster. Go faster!,True,"01:02:53,557","01:02:55,768","01:02:53,565","01:02:55,692"
"!הוא נאצי, !שמאלה-","-He's a Nazi!, -TEDDY,  Turn left!",True,"01:03:02,525","01:03:03,858","01:03:02,658","01:03:03,867"
!תפנה שמאלה! תפנה שמאלה,Turn left! Turn left!,True,"01:03:03,942","01:03:05,568","01:03:03,951","01:03:05,494"
"!אוי, לא, !לא-","HELENA,  Oh, no!, TEDDY,  No!",True,"01:03:05,652","01:03:06,736","01:03:05,577","01:03:06,745"
!הלנה! אל תעשי את זה,Helena! Don't do this!,True,"01:03:21,626","01:03:23,336","01:03:21,426","01:03:23,387"
"!היי, מכאן, !משם-","-Hey, this way!, -HELENA,  That way!",True,"01:03:31,344","01:03:32,846","01:03:31,353","01:03:32,896"
!לא,No!,True,"01:03:33,847","01:03:34,681","01:03:33,856","01:03:34,857"
!הלנה,"RAHIM,  Helena!",True,"01:03:35,807","01:03:37,559","01:03:35,816","01:03:37,317"
!לא,"HELENA,  No!",True,"01:03:39,143","01:03:40,353","01:03:39,486","01:03:40,487"
?מה לעזאזל,What the hell?,True,"01:03:50,071","01:03:51,614","01:03:50,080","01:03:51,623"
!הלנה,Helena!,True,"01:03:58,329","01:03:59,497","01:03:58,255","01:03:59,506"
!קדימה,Come on!,True,"01:04:08,214","01:04:09,257","01:04:08,223","01:04:09,266"
!קדימה. קדימה,Come on. Come on!,True,"01:04:13,052","01:04:14,888","01:04:13,061","01:04:14,897"
?מי,"HELENA,  Who?",True,"01:04:51,549","01:04:52,467","01:04:51,558","01:04:52,559"
!אבא שלך,Your father!,True,"01:04:54,135","01:04:55,011","01:04:53,894","01:04:55,020"
"בתו היחידה, מוכרת את נשמתה, !בשביל כסף לערבות","His only daughter selling, her soul for bail money!",True,"01:04:55,094","01:04:58,097","01:04:55,103","01:04:58,148"
"!הלנה, !לא-","-Helena! No!, -(GUN FIRES)",True,"01:05:04,103","01:05:05,813","01:05:04,112","01:05:05,906"
!הלנה,Helena!,True,"01:05:05,897","01:05:06,981","01:05:05,989","01:05:06,990"
?איך נהיית כזאת,How did you end up like this?,True,"01:05:08,691","01:05:10,652","01:05:08,700","01:05:10,577"
"?כלומר, בעלת תושייה","Well, you mean resourceful?",True,"01:05:10,735","01:05:12,028","01:05:10,744","01:05:12,079"
!תחזיקו חזק,Hold on!,True,"01:05:39,889","01:05:40,765","01:05:39,898","01:05:41,358"
!סע מכאן,Go this way!,True,"01:05:44,352","01:05:45,436","01:05:44,444","01:05:45,445"
.הנה הוא,There he is.,True,"01:05:54,988","01:05:55,864","01:05:54,830","01:05:55,831"
"!עצרי! עצרי, !היי! היי-","HELENA,  Hey! Hey!, INDIANA,  Stop!",True,"01:06:08,710","01:06:10,879","01:06:09,136","01:06:10,929"
!משמאל,On the left!,True,"01:06:23,641","01:06:24,767","01:06:23,650","01:06:24,818"
"!קח את ההגה, טדי","Take the wheel, Teddy!",True,"01:06:25,935","01:06:26,936","01:06:25,944","01:06:26,945"
?מה את עושה,What are you doing?,True,"01:06:29,147","01:06:30,148","01:06:29,156","01:06:30,199"
.לוקחת מה ששייך לי,Getting what's mine.,True,"01:06:30,231","01:06:31,858","01:06:30,365","01:06:31,909"
!הלנה,Helena!,True,"01:06:32,775","01:06:33,860","01:06:32,868","01:06:33,869"
?לעזאזל! אתה משוגע,Damn it! You crazy? (GRUNTS),True,"01:06:38,072","01:06:39,574","01:06:38,081","01:06:40,209"
"!קח את האקדח, .מיס שו-","-Take the gun!, -DR. SCHMIDT,  Miss Shaw.",True,"01:06:47,999","01:06:49,751","01:06:48,133","01:06:49,760"
".תעזבי, מיס שו","Let go, Miss Shaw!",True,"01:06:51,169","01:06:52,795","01:06:51,178","01:06:52,846"
!עזוב,(CHOKING) Let go.,True,"01:07:15,777","01:07:16,694","01:07:15,285","01:07:16,703"
!קדימה! תן לי את החוגה,Come on! Give me the Dial!,True,"01:07:16,778","01:07:19,113","01:07:16,787","01:07:19,164"
"!זוז, !היי-","INDIANA,  Move over!, TEDDY,  Hey!",True,"01:07:33,753","01:07:35,672","01:07:33,846","01:07:35,681"
?להציל אותי,Rescue me?,True,"01:07:42,303","01:07:43,179","01:07:42,145","01:07:43,146"
.אני רק רוצה להחזיר את החוגה,I just want the Dial back.,True,"01:07:48,309","01:07:49,894","01:07:48,318","01:07:49,945"
"?מה השעה, אגב, ...עכשיו-","-What is the time, by the way?, -It's...",True,"01:08:31,102","01:08:33,395","01:08:31,111","01:08:33,447"
".היי, לא הוגן","Hey, no fair.",True,"01:08:33,479","01:08:34,606","01:08:33,613","01:08:34,615"
.תחזיר לי אותו,Give me that back.,True,"01:08:35,314","01:08:36,357","01:08:35,323","01:08:36,366"
!זה השעון של אבא שלי,That was my father's watch!,True,"01:08:36,441","01:08:37,609","01:08:36,450","01:08:37,658"
.תחזיר לו,Give it back to him.,True,"01:08:40,194","01:08:41,028","01:08:40,078","01:08:41,078"
.לעזאזל,Damn.,True,"01:09:00,673","01:09:01,549","01:09:00,515","01:09:01,517"
...ה,Yes... (SIGHS),True,"01:09:08,430","01:09:09,307","01:09:08,439","01:09:09,441"
.קיבלתי,Copy.,True,"01:09:10,390","01:09:11,643","01:09:10,692","01:09:11,693"
.הם עוצרים אותנו,They pulled the plug.,True,"01:09:16,773","01:09:18,149","01:09:16,782","01:09:18,075"
.הבהלת אותם,You got them scared.,True,"01:09:18,233","01:09:19,526","01:09:18,158","01:09:19,535"
",ברחת למרוקו","ran to Morocco,",True,"01:09:29,868","01:09:31,120","01:09:29,877","01:09:31,046"
.נתנו לך לרדוף אחרי הדבר הזה,letting you chase that thing.,True,"01:09:43,716","01:09:45,468","01:09:43,725","01:09:45,394"
.לא היה אכפת להם ממנו,They never cared about it.,True,"01:09:45,551","01:09:46,845","01:09:45,560","01:09:46,603"
.הם קיבלו מה שהם רצו,They got what they wanted.,True,"01:09:51,474","01:09:52,684","01:09:51,483","01:09:52,734"
!אני לא חוזר לאלבמה,I'm not going back to Alabama!,True,"01:09:58,940","01:10:00,191","01:09:58,740","01:10:00,200"
".בבקשה, מיס מייסון. בבקשה","Please, Miss Mason. Please.",True,"01:10:04,654","01:10:06,948","01:10:04,788","01:10:06,874"
".עזוב אותי, שמידט","Let go of me, Schmidt.",True,"01:10:07,031","01:10:08,032","01:10:07,040","01:10:08,083"
.אני מבקש ממך באופן אישי,I'm asking you personally.,True,"01:10:08,116","01:10:09,826","01:10:08,250","01:10:09,877"
".אתה משהו מיוחד, דר","You're a piece of work, Doc.",True,"01:10:10,785","01:10:12,203","01:10:10,794","01:10:12,212"
!היי,Hey!,True,"01:10:13,913","01:10:14,789","01:10:13,755","01:10:14,756"
...שמידט,Schmidt...,True,"01:10:42,775","01:10:44,235","01:10:42,784","01:10:44,286"
.קוראים לי פולר,My name is Voller.,True,"01:10:45,195","01:10:46,779","01:10:45,204","01:10:46,830"
.יורגן פולר,Jürgen Voller.,True,"01:10:49,616","01:10:50,950","01:10:49,625","01:10:51,001"
.זה סי סטליון,That's a Sea Stallion.,True,"01:11:04,255","01:11:06,132","01:11:04,264","01:11:06,058"
.מסוק אמריקאי,American helicopter.,True,"01:11:06,216","01:11:07,634","01:11:06,225","01:11:07,643"
"?מה, .האחים רייט-","-What?, -TEDDY,  The Wright Brothers.",True,"01:11:10,887","01:11:12,347","01:11:10,812","01:11:12,272"
.אורוויל ווילבור,Orville and Wilbur.,True,"01:11:12,430","01:11:13,598","01:11:12,439","01:11:13,524"
.וילבור נולד באינדיאנה,Wilbur was born in Indiana.,True,"01:11:16,100","01:11:17,727","01:11:16,109","01:11:17,653"
".אני לא מאינדיאנה, טדי","I'm not from Indiana, Teddy.",True,"01:11:17,810","01:11:20,063","01:11:17,819","01:11:20,239"
.אני מבוקש על רצח,I'm wanted for murder.,True,"01:11:35,119","01:11:36,371","01:11:35,128","01:11:36,338"
.ובמחברות של אביך,and your father's notebooks.,True,"01:11:38,748","01:11:39,958","01:11:38,590","01:11:40,008"
?שיננת חמש מחברות,You memorized five notebooks?,True,"01:11:46,756","01:11:48,800","01:11:46,765","01:11:48,725"
".שבע, וברור שלא",Seven. And of course not.,True,"01:11:48,883","01:11:50,176","01:11:48,892","01:11:50,102"
?כמו מה,Like what?,True,"01:11:56,182","01:11:57,016","01:11:56,066","01:11:57,067"
.המיקום של הגרפיקוס,The location of the Grafikos.,True,"01:11:57,600","01:11:58,726","01:11:57,526","01:11:58,652"
".אבא ידע, .לא, הוא לא-","-Dad did., -No, he didn't.",True,"01:12:00,687","01:12:02,105","01:12:00,696","01:12:02,030"
".כן, הוא כן, .לא, הוא לא-","-Yes, he did., -No, he didn't.",True,"01:12:02,188","01:12:03,481","01:12:02,197","01:12:03,365"
".כן, הוא כן, ?מה זה גרפיקוס-","-Yes, he did., -What's a Grafikos?",True,"01:12:03,565","01:12:05,233","01:12:03,532","01:12:05,158"
?איזה קוד,What code?,True,"01:12:10,530","01:12:11,823","01:12:10,539","01:12:11,748"
.ארכימדס השתמש בשני קודים,Archimedes used two codes.,True,"01:12:11,906","01:12:13,449","01:12:11,915","01:12:13,375"
.ליניארי ב' והריבוע של פוליביוס,Linear B and Polybius Square.,True,"01:12:13,533","01:12:15,034","01:12:13,542","01:12:15,085"
.תסדרי את החדר,Tidy your room.,True,"01:12:24,377","01:12:25,336","01:12:24,344","01:12:25,345"
.תתרחקי מהברנדי שלי,Stay away from my brandy.,True,"01:12:25,420","01:12:26,671","01:12:25,429","01:12:26,722"
?'מה אם זה ליניארי ב,What if it's Linear B?,True,"01:12:27,839","01:12:28,840","01:12:27,848","01:12:28,891"
.‏50 לירות שזה פוליביוס,50 quid it's Polybius.,True,"01:12:29,841","01:12:31,176","01:12:29,850","01:12:31,226"
.תן לי את זה,Give me that.,True,"01:12:32,260","01:12:33,469","01:12:32,269","01:12:33,395"
!היי,Hey.,True,"01:12:33,553","01:12:34,429","01:12:33,478","01:12:34,479"
.זה לא יעבוד,"HELENA,  That won't work.",True,"01:12:35,013","01:12:36,181","01:12:34,897","01:12:36,106"
.עמיד לחום,Heat resistant.,True,"01:12:38,558","01:12:39,976","01:12:38,692","01:12:39,985"
.תנסי להניע,Try and start it.,True,"01:12:41,561","01:12:42,645","01:12:41,486","01:12:42,696"
".תניעי, .אני מנסה-","-Start it., -I am.",True,"01:12:47,609","01:12:48,776","01:12:47,618","01:12:48,785"
"?נו, .זה לא יחזיק-","-Huh?, -It won't hold.",True,"01:12:53,281","01:12:54,824","01:12:53,165","01:12:54,750"
?לנו,Us?,True,"01:12:56,868","01:12:58,203","01:12:57,002","01:12:58,128"
"?אתה נוסע הביתה, .לא-","-You goin' home?, -INDIANA,  No.",True,"01:12:58,286","01:12:59,579","01:12:58,295","01:12:59,505"
.אני נוסע לקזבלנקה,I'm going to Casablanca.,True,"01:12:59,662","01:13:01,539","01:12:59,671","01:13:01,465"
?איפה עוד הוא יהיה,Where else would it be?,True,"01:13:12,634","01:13:13,927","01:13:12,643","01:13:13,852"
.צוללן מומחה,An expert diver.,True,"01:13:23,520","01:13:24,854","01:13:23,529","01:13:24,905"
",עם סירה גדולה ויפה","With a big, beautiful boat",True,"01:13:24,938","01:13:26,981","01:13:25,072","01:13:26,907"
",את צריכה אותי","You need me,",True,"01:13:29,984","01:13:32,111","01:13:29,993","01:13:32,037"
.ואת יודעת את זה,and you know it.,True,"01:13:32,195","01:13:33,404","01:13:32,204","01:13:33,413"
!רני,Renny!,True,"01:14:23,788","01:14:24,747","01:14:23,547","01:14:24,798"
?אינדי,Indy?,True,"01:14:26,875","01:14:27,750","01:14:26,884","01:14:27,926"
!אינדי,Indy!,True,"01:14:28,751","01:14:29,752","01:14:28,760","01:14:29,803"
?אז זה הצוללן המומחה,"So, that's the expert diver?",True,"01:14:35,258","01:14:37,302","01:14:35,267","01:14:37,227"
.איש הצפרדע הכי טוב בספרד,Spain's greatest frogman.,True,"01:14:37,385","01:14:39,596","01:14:37,394","01:14:39,605"
!היי,(LAUGHING) Hey!,True,"01:14:42,348","01:14:43,474","01:14:41,773","01:14:43,400"
.תפסיק,Stop it.,True,"01:14:47,061","01:14:48,229","01:14:47,196","01:14:48,238"
.אנחנו שטים לפה,We're going here.,True,"01:15:08,791","01:15:09,792","01:15:08,800","01:15:09,843"
...אבל,But... (SIGHS),True,"01:15:14,839","01:15:15,798","01:15:14,848","01:15:16,016"
.נצלול עמוק יותר,we're going deeper.,True,"01:15:17,342","01:15:18,593","01:15:17,351","01:15:18,644"
הוא אמר לו,He told him,True,"01:15:24,098","01:15:25,350","01:15:24,107","01:15:25,275"
.בעומק 21 מטרים,70 feet below.,True,"01:15:28,561","01:15:29,646","01:15:28,570","01:15:29,696"
.שם מצאו אותה,That's where they found it.,True,"01:15:34,025","01:15:35,109","01:15:33,992","01:15:35,160"
.ושקעה לקרקעית האוקיינוס,and sunk to the ocean floor.,True,"01:15:39,989","01:15:41,741","01:15:39,998","01:15:41,750"
.עמוק מדי לשולי ספוגים,Too deep for sponge divers.,True,"01:15:42,700","01:15:44,244","01:15:42,709","01:15:44,294"
"תפליג מחוץ לסירקוזה, .עם 100 קנטוריונים על הסיפון","would sail out of Syracuse, with 100 centurions on board.",True,"01:15:48,331","01:15:51,709","01:15:48,340","01:15:51,718"
...הגרפיקוס היה אצלם,They had the Grafikos...,True,"01:16:02,637","01:16:04,222","01:16:02,646","01:16:04,231"
.אבא שלך היה גאון,Your dad was a genius.,True,"01:16:12,564","01:16:14,148","01:16:12,573","01:16:14,199"
.כן,Yeah.,True,"01:16:14,816","01:16:15,733","01:16:14,825","01:16:15,868"
.נכון,He was.,True,"01:16:17,277","01:16:18,236","01:16:17,286","01:16:18,328"
.שבע עלה,(IN ENGLISH) Seven of spades.,True,"01:16:38,298","01:16:39,132","01:16:38,182","01:16:39,183"
?איך את עושה את זה,How do you do that?,True,"01:16:42,468","01:16:43,636","01:16:42,477","01:16:43,562"
.וואו,Wow. (SPEAKS CASTILIAN SPANISH),True,"01:16:43,720","01:16:44,721","01:16:43,729","01:16:45,147"
.תעשי את זה שוב,(IN ENGLISH) Do it again.,True,"01:16:45,305","01:16:46,472","01:16:45,230","01:16:46,440"
".תבחר קלף, דר ג'ונס","Pick a card, Dr. Jones.",True,"01:16:50,310","01:16:52,270","01:16:50,444","01:16:52,321"
!שבע עלה,Seven of spades!,True,"01:16:59,819","01:17:00,945","01:16:59,828","01:17:00,954"
.היא קסומה,She's magic.,True,"01:17:03,072","01:17:04,199","01:17:03,081","01:17:04,124"
.זו חפיסת קסמים,Trick deck.,True,"01:17:04,282","01:17:05,533","01:17:04,291","01:17:05,459"
.לא,No.,True,"01:17:05,617","01:17:06,576","01:17:05,626","01:17:06,627"
.אני מזמנת את הקלף,I force the card.,True,"01:17:07,952","01:17:09,162","01:17:07,794","01:17:09,213"
",אני מציעה לפתי","I offer the mark,",True,"01:17:09,245","01:17:10,747","01:17:09,379","01:17:10,672"
",לך","you,",True,"01:17:10,830","01:17:12,081","01:17:10,839","01:17:12,007"
.הפתי,The mark.,True,"01:17:17,670","01:17:18,796","01:17:17,679","01:17:18,847"
.כן. מחר יום גדול,Yeah. Tomorrow is a big day.,True,"01:17:21,883","01:17:23,885","01:17:21,892","01:17:23,810"
.אני צריך לבדוק את הצינורות,I have to check the lines.,True,"01:17:23,968","01:17:25,720","01:17:23,894","01:17:25,729"
.לילה טוב,Good night.,True,"01:17:31,768","01:17:32,852","01:17:31,777","01:17:32,861"
"את זוכרת איזשהם תאריכים, ?במחברות של אבא שלך","You remember seeing any dates, in your father's notebooks?",True,"01:17:35,980","01:17:39,067","01:17:35,989","01:17:39,117"
?תאריכים,Dates?,True,"01:17:40,443","01:17:41,903","01:17:40,452","01:17:41,828"
?איזה תאריכים,What dates?,True,"01:17:41,986","01:17:43,238","01:17:41,912","01:17:43,288"
.התאריכים האלה,These dates.,True,"01:17:44,197","01:17:45,156","01:17:44,206","01:17:45,207"
".עשרים באוגוסט, 1969","August 20th, 1969.",True,"01:17:52,789","01:17:54,582","01:17:52,798","01:17:54,633"
.שלושה ימים מהיום,That's three days from now.,True,"01:17:54,666","01:17:56,417","01:17:54,800","01:17:56,343"
.ואותו תאריך ב-1939,And the same date in 1939.,True,"01:17:56,501","01:17:58,711","01:17:56,510","01:17:58,762"
.רגע,(LAUGHS) Wait.,True,"01:18:03,800","01:18:04,759","01:18:03,183","01:18:04,768"
.דברים שאני לא יכול להסביר,Things I can't explain.,True,"01:18:18,606","01:18:20,316","01:18:18,615","01:18:20,367"
.מה שמאמינים בו,what you believe.,True,"01:18:24,112","01:18:26,447","01:18:24,246","01:18:26,373"
.אלא כמה מאמינים בו,It's how hard you believe it.,True,"01:18:26,531","01:18:28,741","01:18:26,540","01:18:28,792"
".גם אני ראיתי דברים, אינדי","I've seen things too, Indy.",True,"01:18:31,911","01:18:33,246","01:18:31,920","01:18:33,255"
.הוא מזומנים,is cash.,True,"01:18:36,875","01:18:38,501","01:18:36,884","01:18:38,552"
.כן,Right.,True,"01:18:40,837","01:18:41,921","01:18:40,846","01:18:41,930"
?מה היית עושה,What would you do?,True,"01:18:51,181","01:18:52,223","01:18:51,190","01:18:52,232"
?רואה את מלחמת טרויה,Witness the Trojan War?,True,"01:18:53,600","01:18:55,018","01:18:53,609","01:18:55,027"
?מבקר את קלאופטרה,Check in on Cleopatra?,True,"01:18:56,311","01:18:57,645","01:18:56,320","01:18:57,654"
?הוא התגייס כדי לרצות אותך,Did he sign up to please you?,True,"01:19:06,571","01:19:08,239","01:19:06,580","01:19:08,290"
.תדע צער ללא סוף,find no end to her grief.,True,"01:19:35,016","01:19:36,851","01:19:35,025","01:19:36,860"
.חסר אונים בניסיון לנחם אותה,helpless to console her.,True,"01:19:43,274","01:19:45,193","01:19:43,283","01:19:45,202"
.אתה עדיין עונד את הטבעת,You're still wearing the ring.,True,"01:20:05,004","01:20:06,172","01:20:05,013","01:20:06,223"
.מבטיח,(SNIFFS) Promising.,True,"01:20:29,612","01:20:30,572","01:20:28,912","01:20:30,330"
.מבטיח יותר,More promising.,True,"01:20:39,038","01:20:40,455","01:20:39,047","01:20:40,465"
.שלום,Hello.,True,"01:20:46,253","01:20:47,337","01:20:46,263","01:20:47,347"
.היי,Hey.,True,"01:20:56,180","01:20:57,014","01:20:56,190","01:20:57,274"
.בואי הנה,Come here.,True,"01:20:58,265","01:20:59,266","01:20:58,275","01:20:59,276"
.טוב,Okay.,True,"01:21:00,100","01:21:01,602","01:21:00,110","01:21:01,486"
...סביב החבל,Around the rope...,True,"01:21:07,858","01:21:08,734","01:21:07,826","01:21:08,827"
.אנחנו נכנסים לעומק,"Now, we are going deep.",True,"01:21:08,817","01:21:11,111","01:21:08,911","01:21:11,038"
?בסדר,Okay?,True,"01:21:14,072","01:21:15,032","01:21:14,208","01:21:15,250"
.תישארו רחוקים,"Ah, stay separate.",True,"01:21:15,491","01:21:16,992","01:21:15,334","01:21:17,044"
?בלי הצטלבויות. טוב,No crisscross. All right?,True,"01:21:17,075","01:21:19,244","01:21:17,211","01:21:19,171"
.לא נוכל להישאר הרבה,We cannot stay long.,True,"01:21:19,328","01:21:20,454","01:21:19,338","01:21:20,506"
"?לרוב, .כן-","-Usually?, -RENALDO,  Yeah.",True,"01:21:25,000","01:21:26,126","01:21:25,010","01:21:26,136"
.אני קורא לה הקפיצה,I call it the bounce.,True,"01:21:26,210","01:21:27,503","01:21:26,220","01:21:27,429"
",ירידה מהירה","You know, fast down,",True,"01:21:27,586","01:21:28,670","01:21:27,596","01:21:28,597"
!שלוש דקות,Three minutes!,True,"01:21:30,839","01:21:31,965","01:21:30,849","01:21:31,892"
.לא שנייה יותר,No one more second.,True,"01:21:32,049","01:21:33,842","01:21:32,059","01:21:33,894"
"?איפה המצת שלי, .לא יודע, קפטן-","-Where is my lighter?, -I don't know, capitán.",True,"01:21:36,970","01:21:38,764","01:21:36,980","01:21:38,815"
.שאלה זריזה,"Uh, quick question.",True,"01:21:43,810","01:21:44,728","01:21:43,320","01:21:44,780"
?מה זה,What's that?,True,"01:21:44,811","01:21:46,355","01:21:44,947","01:21:46,281"
"?כרישים, .לא-","-They're sharks?, -No.",True,"01:21:46,438","01:21:47,814","01:21:46,448","01:21:47,824"
".לא, לא. אין פה כרישים. צלופחים","No, no. No sharks here. Eels.",True,"01:21:47,898","01:21:50,234","01:21:47,908","01:21:50,285"
.רובם קטנים,Most are small.,True,"01:21:53,820","01:21:54,821","01:21:53,747","01:21:54,748"
.הם נראים כמו נחשים,They look like snakes.,True,"01:22:02,246","01:22:03,622","01:22:02,256","01:22:03,674"
.לא נכון,"No, they don't.",True,"01:22:04,540","01:22:05,374","01:22:04,383","01:22:05,384"
"?אתה לא בא, טדי","You're not coming, Teddy?",True,"01:22:08,252","01:22:09,086","01:22:08,136","01:22:09,137"
.אני לא יודע לשחות,I can't swim.,True,"01:22:09,878","01:22:10,963","01:22:09,888","01:22:11,014"
.יש לו מזל,Lucky him.,True,"01:22:11,046","01:22:12,381","01:22:11,181","01:22:12,307"
.כולם יודעים לשחות,"RENALDO,  Everyone can swim.",True,"01:22:12,464","01:22:13,715","01:22:12,474","01:22:13,767"
?שתי דקות,Two minutes?,True,"01:24:15,379","01:24:16,255","01:24:15,305","01:24:16,306"
.היי,Hey.,True,"01:26:29,596","01:26:30,430","01:26:29,565","01:26:30,566"
!מהר,"RENALDO,  (MUFFLED) Hurry up!",True,"01:27:02,337","01:27:03,338","01:27:02,431","01:27:03,432"
!הלנה,Helena!,True,"01:27:18,520","01:27:19,938","01:27:18,488","01:27:19,990"
.קדימה,"KLABER,  Come on.",True,"01:27:28,697","01:27:29,698","01:27:28,749","01:27:29,750"
.בדיוק,That's it.,True,"01:27:32,284","01:27:33,452","01:27:32,294","01:27:33,504"
?מי אלה,"RENALDO,  Who are these people?",True,"01:27:56,850","01:27:57,893","01:27:56,860","01:27:58,028"
.נאצים,Nazis.,True,"01:28:00,354","01:28:01,271","01:28:00,280","01:28:01,281"
"הייתי צריך להוציא אותך לפנסיה, .כשהזדמן לי","I should have retired you, when I had the chance.",True,"01:28:10,739","01:28:12,908","01:28:10,582","01:28:12,960"
?איפה הספונסרים שלך,Where are your sponsors?,True,"01:28:12,991","01:28:14,326","01:28:13,126","01:28:14,253"
.אני לבד עכשיו,I'm on my own now.,True,"01:28:14,409","01:28:16,078","01:28:14,419","01:28:16,004"
...ולפעמים,And sometimes...,True,"01:28:18,038","01:28:18,872","01:28:17,923","01:28:18,924"
.הם חוזרים אחורה,they go backward.,True,"01:28:20,791","01:28:22,543","01:28:20,801","01:28:22,594"
?איזו שפה זו,What language is that?,True,"01:28:55,159","01:28:56,618","01:28:55,169","01:28:56,545"
.זו לא שפה,It's not a language.,True,"01:28:56,702","01:28:58,245","01:28:56,712","01:28:58,297"
.זה קוד,It's a code.,True,"01:28:59,538","01:29:00,622","01:28:59,548","01:29:00,632"
.פוליביוס,Polybius.,True,"01:29:01,582","01:29:02,416","01:29:01,466","01:29:02,467"
.אתה חייב לי 50 לירות,You owe me 50 quid.,True,"01:29:03,292","01:29:04,543","01:29:03,302","01:29:04,595"
.לא,No.,True,"01:29:08,881","01:29:09,798","01:29:08,891","01:29:09,892"
.אבל נראה שאתה כן,But it appears you are.,True,"01:29:10,632","01:29:12,050","01:29:10,642","01:29:12,060"
".תקרא את זה, בבקשה","Read it, please.",True,"01:29:16,263","01:29:17,389","01:29:16,440","01:29:17,649"
.לא,No.,True,"01:29:25,814","01:29:26,732","01:29:25,782","01:29:26,783"
...אינדי,Indy...,True,"01:29:32,529","01:29:33,530","01:29:32,539","01:29:33,540"
?עכשיו בא לך לעזור,Feeling helpful now?,True,"01:29:44,625","01:29:45,876","01:29:44,635","01:29:45,928"
.לי כן,I am.,True,"01:29:49,338","01:29:50,214","01:29:49,181","01:29:50,182"
".סליחה, אינדי","HELENA,  Sorry, Indy.",True,"01:29:57,513","01:29:58,388","01:29:57,439","01:29:58,440"
.אני לא בקטע של מוות אצילי,I don't do noble death.,True,"01:29:58,972","01:30:00,182","01:29:58,857","01:30:00,234"
...רק,Just,True,"01:30:00,891","01:30:02,059","01:30:00,901","01:30:01,985"
.של מתמטיקה מחושבת,"cold, hard maths.",True,"01:30:02,142","01:30:03,560","01:30:02,152","01:30:03,570"
.מאה אלף. במזומן,One hundred grand. Cash.,True,"01:30:07,356","01:30:08,982","01:30:07,366","01:30:08,992"
...הלנה,Helena...,True,"01:30:09,066","01:30:10,108","01:30:09,076","01:30:10,160"
.או זה או כלום,Take it or leave it.,True,"01:30:10,817","01:30:11,777","01:30:10,827","01:30:11,828"
